iter	Logloss
0	0.4758589111
1	0.3585753455
2	0.2884913367
3	0.2266501257
4	0.1919318561
5	0.1660178998
6	0.1513145459
7	0.1374757483
8	0.1256788367
9	0.1166542377
10	0.1114125671
11	0.106608504
12	0.1027745584
13	0.0983177359
14	0.09554104462
15	0.09160027466
16	0.08696219208
17	0.0846528653
18	0.08297028137
19	0.08210521332
20	0.08094806366
21	0.0798944278
22	0.07871195557
23	0.07776149506
24	0.0763075177
25	0.07556277496
26	0.07438093384
27	0.07353912659
28	0.07251712677
29	0.07159147949
30	0.07106079895
31	0.07021337189
32	0.0697794812
33	0.06869799805
34	0.06831906403
35	0.06769698547
36	0.06640196167
37	0.06485761688
38	0.06437780579
39	0.06410925446
40	0.06347055664
41	0.0632236499
42	0.06269109863
43	0.06241742004
44	0.06085480194
45	0.06044789642
46	0.06005812927
47	0.05982478058
48	0.05951512512
49	0.05917110748
50	0.0587050882
51	0.05833154327
52	0.05765243164
53	0.05744084808
54	0.05711446167
55	0.05672309845
56	0.05616615112
57	0.05603070679
58	0.05579339478
59	0.05563644775
60	0.05535103668
61	0.05495255554
62	0.05481914185
63	0.05469204712
64	0.0544934552
65	0.05426861481
66	0.05371853485
67	0.05310810913
68	0.05287300644
69	0.05277148666
70	0.05206695694
71	0.0519569693
72	0.05124635193
73	0.05113366806
74	0.05093661972
75	0.05079592209
76	0.05055176468
77	0.05031672226
78	0.05011017303
79	0.04998220505
80	0.04987105759
81	0.04973311096
82	0.04955763535
83	0.04931735809
84	0.04924139725
85	0.04914699829
86	0.04872914871
87	0.04850601227
88	0.04780759995
89	0.04719400558
90	0.04707765121
91	0.0459165976
92	0.04544756866
93	0.04484645477
94	0.04461357086
95	0.04425890701
96	0.04418237488
97	0.04381702576
98	0.04330423508
99	0.04322753616
100	0.04311534012
101	0.04296808029
102	0.04284071823
103	0.04269362762
104	0.04256259277
105	0.04247785522
106	0.04237307159
107	0.04210670868
108	0.04174485703
109	0.04125276627
110	0.04102806046
111	0.04058278793
112	0.04040257523
113	0.04002551331
114	0.03995583145
115	0.03978242813
116	0.03948068253
117	0.03942614288
118	0.0392941658
119	0.03919524307
120	0.03895502029
121	0.03883838531
122	0.03876514343
123	0.03866714905
124	0.03835718582
125	0.03827796555
126	0.03821949753
127	0.03809256317
128	0.03786228577
129	0.03754470367
130	0.03742526886
131	0.03733442871
132	0.03663402618
133	0.03643433228
134	0.03638693375
135	0.03604398437
136	0.03582192871
137	0.0357538533
138	0.03568224121
139	0.03540030701
140	0.03492374237
141	0.03468196564
142	0.03457512665
143	0.0344857016
144	0.03427749115
145	0.03400455368
146	0.03370214722
147	0.03362550751
148	0.03338575958
149	0.0333331015
150	0.03297036774
151	0.03281346176
152	0.03250995956
153	0.03226251892
154	0.03222266846
155	0.03211039825
156	0.03200366714
157	0.03186624435
158	0.03182356903
159	0.03175495651
160	0.03172033249
161	0.03146605347
162	0.03139214142
163	0.03131967773
164	0.03126132996
165	0.03121434677
166	0.03116173355
167	0.03108939911
168	0.03098429611
169	0.03096336075
170	0.03086918579
171	0.0304318544
172	0.03022477219
173	0.03005720627
174	0.0297640036
175	0.02970473511
176	0.02952888062
177	0.02932348083
178	0.02927838577
179	0.02911669739
180	0.02905238922
181	0.02889625198
182	0.02875852448
183	0.02858390564
184	0.02826582855
185	0.02808170395
186	0.0277595134
187	0.02770457947
188	0.02749664291
189	0.02727415863
190	0.02712943459
191	0.02700887726
192	0.02686824791
193	0.02667987106
194	0.02651016144
195	0.02635665627
196	0.02625323143
197	0.02620275146
198	0.02610731651
199	0.02604975197
200	0.02597693932
201	0.025951679
202	0.02589552475
203	0.02585763206
204	0.02564243744
205	0.02558996941
206	0.02549999763
207	0.02534124641
208	0.02526270111
209	0.02517518646
210	0.02512785263
211	0.02510715775
212	0.0250584539
213	0.02499474403
214	0.02494842422
215	0.02489568268
216	0.02477274872
217	0.02471607666
218	0.02455734367
219	0.02443008743
220	0.02426527107
221	0.02417440727
222	0.02410641418
223	0.02406543884
224	0.02399067337
225	0.02391032944
226	0.02382008835
227	0.02369719551
228	0.02367210312
229	0.02365210609
230	0.02362529427
231	0.02357469475
232	0.02349675911
233	0.02345177773
234	0.02340531708
235	0.02339274315
236	0.02337336479
237	0.02331291367
238	0.02319281181
239	0.02311695679
240	0.0230738369
241	0.02301337402
242	0.0229449575
243	0.02291060623
244	0.02287082977
245	0.02281843254
246	0.02278596436
247	0.02274815063
248	0.02262536995
249	0.02259894592
250	0.02250266502
251	0.02245527229
252	0.02231253265
253	0.0222804332
254	0.02212765747
255	0.02207321632
256	0.02201297371
257	0.02189212639
258	0.02185648628
259	0.02178167511
260	0.02172321198
261	0.02168023979
262	0.02165174683
263	0.02159852608
264	0.02149754684
265	0.02147167587
266	0.02144253075
267	0.02140798218
268	0.02136639626
269	0.02133074661
270	0.02131649338
271	0.02126102715
272	0.02123240631
273	0.02118402122
274	0.02114502602
275	0.02110640686
276	0.02108360283
277	0.02098912918
278	0.02091714096
279	0.02084007286
280	0.02078071022
281	0.02073437752
282	0.02067096626
283	0.02059922211
284	0.02052996735
285	0.02042012947
286	0.02029652657
287	0.02025350044
288	0.02019243385
289	0.0201610331
290	0.02010781517
291	0.02009774918
292	0.01999410835
293	0.0199529174
294	0.01992486938
295	0.01990572319
296	0.01988106026
297	0.01984606499
298	0.01982575592
299	0.01980028542
300	0.01977700294
301	0.01974900368
302	0.01970248505
303	0.0196498983
304	0.019573787
305	0.01949562378
306	0.01948565033
307	0.01945366447
308	0.01942042725
309	0.01938373795
310	0.01934653084
311	0.01930169861
312	0.01920483002
313	0.01906068481
314	0.01898283768
315	0.01890485962
316	0.01882279961
317	0.01875596275
318	0.01871887154
319	0.01869374428
320	0.01867196045
321	0.01861513298
322	0.01859367271
323	0.01854217155
324	0.01849561348
325	0.01845555679
326	0.01842233528
327	0.01836960762
328	0.0183303022
329	0.01830948601
330	0.01828198273
331	0.01825534981
332	0.01825534981
333	0.01818650208
334	0.01812863815
335	0.01808876175
336	0.01807030762
337	0.01803618736
338	0.01794560989
339	0.0178632946
340	0.01778951981
341	0.01774311958
342	0.01770312843
343	0.01766827316
344	0.01764858612
345	0.0175843457
346	0.01756144669
347	0.01753172646
348	0.01751845314
349	0.01746786331
350	0.01745346657
351	0.01744086983
352	0.01740580826
353	0.0173905574
354	0.01736325577
355	0.0173426236
356	0.01730000359
357	0.01726747841
358	0.01720966179
359	0.01718902863
360	0.01717059563
361	0.01714511307
362	0.01712143028
363	0.01706860474
364	0.01706235458
365	0.01698457108
366	0.01696651939
367	0.01692669754
368	0.01690797409
369	0.0168792408
370	0.01685900986
371	0.01683621925
372	0.01681843414
373	0.01678107346
374	0.01676216644
375	0.01672433899
376	0.01670346924
377	0.01667108017
378	0.01665461029
379	0.01661805412
380	0.01659331573
381	0.01657969704
382	0.01656091995
383	0.01654183784
384	0.01650703468
385	0.01646133553
386	0.01644782463
387	0.01640065033
388	0.01634594734
389	0.01632228638
390	0.01625916412
391	0.01621729668
392	0.0161780983
393	0.01613014091
394	0.01609245537
395	0.01606683678
396	0.016027827
397	0.01595580185
398	0.01594049644
399	0.01589848747
400	0.01586635574
401	0.01581454208
402	0.0157682077
403	0.01575157059
404	0.01571986099
405	0.01568862526
406	0.01564833206
